	UMAP1	UMAP2
k141_10355	6.6343846	-5.3863087
k141_30722	5.835995	-6.681945
k141_6266	4.388695	2.9217913
k141_26243	8.050177	1.9252294
k141_10356	7.280789	7.950715
k141_30723	-0.57298714	4.5714
k141_2392	0.44014356	5.8452487
k141_6267	3.1086557	4.898938
k141_6270	4.726174	5.009365
k141_30729	5.7734766	-6.3442316
k141_2400	3.0388196	3.9239566
k141_14121	8.1175165	15.040781
k141_6273	3.9019046	3.5884526
k141_10358	8.749712	1.3067206
k141_2401	8.317804	1.3043156
k141_14122	5.5726523	6.2400265
k141_2402	5.5165486	5.3623514
k141_30730	4.31156	4.925978
k141_14123	3.9709437	4.3378844
k141_6276	6.8251185	5.083155
k141_30731	4.8232136	16.54771
k141_26245	7.3205943	6.1772017
k141_6277	6.0042334	5.394846
k141_10362	2.7198122	4.246472
k141_26249	6.5004897	6.6785493
k141_21523	8.263473	15.123622
k141_6278	5.3944974	16.222815
k141_30740	5.6447372	5.6463614
k141_10363	7.167203	3.9360113
k141_6279	5.8792205	-5.895588
k141_30742	0.2127191	6.2007422
k141_21525	8.770823	1.2349008
k141_10365	6.343612	5.9262705
k141_30745	8.1011095	1.4003061
k141_6284	5.7739835	6.073183
k141_30747	7.958283	5.5141683
k141_30748	7.6131983	8.2231
k141_6287	6.8069263	-4.332254
k141_21531	1.2367237	5.070394
k141_10370	-0.57826877	4.7424307
k141_30749	-1.2103716	4.1226263
k141_14128	5.886251	-6.992
k141_21533	6.481389	1.9265704
k141_10372	-1.7373096	3.981276
k141_10373	1.1868302	4.948333
k141_26264	5.0802674	16.454838
k141_21537	5.561751	4.5556154
k141_10375	5.1677303	5.574251
k141_26266	6.658564	4.9090276
k141_6290	4.360293	4.4014735
k141_14135	7.9936767	5.5241103
k141_21540	2.3773065	4.606229
k141_30752	0.9374611	5.0645
k141_6291	5.0619984	4.196029
k141_26268	8.670991	7.9911118
k141_2404	5.617208	-6.1679206
k141_6293	7.4295545	6.9032164
k141_6295	7.250504	7.6924
k141_14142	5.4078355	15.938744
k141_30758	6.944809	2.1361191
k141_10376	8.088635	15.038238
k141_14143	3.9011297	4.2413497
k141_2411	5.874691	-5.8996596
k141_30760	7.308699	1.7945725
k141_6297	5.9951534	6.4178915
k141_2412	0.8452276	5.2367406
k141_10378	5.68187	5.0458875
k141_26276	8.340757	1.7254628
k141_10380	2.0631962	4.894391
k141_30761	8.826241	7.2474365
k141_21558	4.662536	17.277308
k141_14147	6.9510107	6.113068
k141_2414	1.7248429	4.90045
k141_30764	5.0828967	4.8367915
k141_21561	6.0198812	13.9463625
k141_10381	5.0675206	17.099852
k141_6298	5.8518558	-6.4337773
k141_21562	5.71269	3.6557474
k141_30765	-1.0313592	4.346759
k141_2417	-0.8245507	4.394436
k141_26282	5.951825	5.101295
k141_14151	-1.8645551	3.8892298
k141_30767	7.3475842	2.2925935
k141_10383	8.636655	1.3534288
k141_26284	5.7944455	-4.902424
k141_21570	7.6069927	8.109578
k141_2423	5.2514215	3.9623754
k141_30771	1.2365942	5.1798363
k141_10387	7.6840725	7.481562
k141_6303	-0.5886294	4.782915
k141_21571	6.2793097	5.98318
k141_26288	4.4733787	16.976458
k141_2425	6.7203827	6.863626
k141_14159	1.618138	4.32005
k141_30774	1.4722205	4.319846
k141_6304	2.7473507	4.389859
k141_2426	4.158572	5.435035
k141_14160	1.4939669	4.422571
k141_26291	7.33494	5.49935
k141_30776	4.7775173	5.684923
k141_30777	0.66089237	5.4993367
k141_14161	6.0908856	6.469573
k141_2429	7.0377584	5.5878744
k141_6307	2.016831	3.849562
k141_26293	7.266508	-5.7629004
k141_21579	7.844729	7.1027703
k141_10388	5.333505	17.076084
k141_30780	0.9072711	4.779385
k141_26294	5.695111	4.161635
k141_10389	5.0408096	16.803782
k141_2432	6.0851765	-5.456059
k141_6309	6.9623938	5.8557997
k141_21580	-1.8741117	4.4156146
k141_21581	6.00625	14.6029215
k141_2435	6.378209	4.8025312
k141_26297	4.9838614	4.261275
k141_10392	0.79688	5.061512
k141_30784	-1.2400516	4.3842697
k141_2436	2.4930494	3.6955924
k141_21582	5.8174305	6.094845
k141_14171	5.3122954	3.8354757
k141_10395	6.4199815	3.8347833
k141_2438	5.139557	4.389137
k141_6312	8.092326	0.88606375
k141_10396	4.9709454	3.8033984
k141_26300	1.158297	5.3314395
k141_30785	8.709038	1.5885305
k141_6313	0.8384585	5.3819766
k141_14172	7.609076	6.934844
k141_2442	1.1542917	4.8453193
k141_10399	0.93608314	5.9817634
k141_2443	5.3087115	4.3751764
k141_30788	8.730937	1.4389427
k141_14176	3.6369517	3.6364264
k141_21583	8.636542	6.4611177
k141_10403	7.883302	1.6478317
k141_6319	1.0028871	4.9581957
k141_2447	8.688349	7.6028385
k141_10405	5.736743	4.7470417
k141_6320	7.7969713	1.5938767
k141_30797	7.497703	2.0065215
k141_6322	5.9994035	6.1773
k141_30800	7.6419506	1.3048165
k141_21591	7.738432	0.8856331
k141_2454	4.4969754	16.947935
k141_6323	4.0466504	3.9819374
k141_30801	3.9106557	4.876866
k141_2455	7.018518	1.5423946
k141_2456	5.83971	5.181197
k141_10416	7.8578568	1.2762374
k141_21597	6.880471	4.537774
k141_6327	0.42449954	5.1192255
k141_10418	6.906068	2.398831
k141_30810	4.1597056	5.422247
k141_26303	9.038839	7.559553
k141_30811	7.6138706	7.500289
k141_21599	5.748601	3.0218883
k141_26304	6.1711583	5.46869
k141_14182	9.26751	5.362644
k141_21600	4.47269	16.893496
k141_10423	7.409194	1.4962211
k141_6328	8.879855	1.3755807
k141_21601	7.631822	7.4231777
k141_30813	-1.1704959	4.4366283
k141_14183	4.30863	4.7765355
k141_10424	5.9983616	-6.7559576
k141_26305	6.0950284	4.9277945
k141_21604	0.13706824	4.808299
k141_2458	8.40316	1.8973316
k141_30816	5.791019	3.3294199
k141_10427	-0.49300984	4.8752856
k141_26306	8.097069	1.8337089
k141_30817	6.9501643	3.1515086
k141_26309	6.244919	14.32501
k141_26310	6.0732617	14.479426
k141_2465	5.3675404	5.711248
k141_10433	4.812236	3.7160444
k141_30821	5.6485205	2.9316757
k141_2466	0.8196186	4.7633495
k141_10434	1.5695719	4.92216
k141_2469	7.837722	1.5258505
k141_14194	8.731089	1.5166668
k141_21620	6.328869	14.398827
k141_30824	6.604829	5.9570384
k141_26312	5.891572	-6.289319
k141_21622	6.159513	14.209414
k141_26313	5.4246573	2.7438807
k141_2470	6.0593867	-5.346985
k141_6341	8.887579	7.3459587
k141_14198	4.945019	4.368185
k141_30828	5.453371	5.8194113
k141_10436	5.825557	-5.960369
k141_14199	4.7497816	16.489775
k141_6343	5.286928	5.1264014
k141_10437	6.8777027	5.353457
k141_2475	5.0451007	16.880459
k141_21630	6.8321877	2.5714524
k141_2476	11.311766	2.7929237
k141_6345	7.036631	5.870034
k141_2477	-1.0128881	4.2345476
k141_10443	6.0140243	6.4162097
k141_21633	0.017409245	5.3002067
k141_21635	4.9199677	3.7454424
k141_26314	8.643191	6.5966945
k141_2478	2.917214	4.1214952
k141_14206	8.674172	1.1191162
k141_21637	6.3627853	5.1128283
k141_14207	5.9058347	-5.4708533
k141_21638	7.8098288	1.9776605
k141_2479	5.6514273	4.8522053
k141_10451	5.3831873	14.926132
k141_14209	2.3718529	4.5054135
k141_10452	7.4160204	-5.980358
k141_21639	8.604193	7.4709635
k141_6356	8.593848	7.974093
k141_26323	0.21073063	6.1595325
k141_14211	-0.9758092	4.627914
k141_26325	2.3911407	4.3318853
k141_2489	5.399258	4.726088
k141_14212	1.0443902	5.355045
k141_21643	2.217081	4.018606
k141_6358	6.241079	2.2607648
k141_21646	0.26773036	5.4326878
k141_10462	7.779035	1.0928788
k141_6360	4.35647	17.278374
k141_14217	-1.6788608	4.148039
k141_2493	8.484084	5.5433736
k141_14219	5.833843	3.2155397
k141_6362	5.4886208	4.9607735
k141_10467	-1.8409531	4.3619223
k141_2495	6.814696	-4.32086
k141_26326	7.4808283	5.7144623
k141_14220	5.71761	3.229113
k141_21656	5.8814397	2.4219015
k141_14221	1.7986239	4.5002017
k141_2499	-1.5219628	4.204874
k141_14222	5.7996144	6.121802
k141_21659	6.457116	14.845373
k141_2501	3.8549292	4.5411224
k141_10477	7.237915	7.1147337
k141_21660	6.206076	5.2021184
k141_10478	7.8630548	1.6035465
k141_6363	5.1134667	3.7300513
k141_26338	2.4598093	4.321697
k141_14226	8.083931	1.8309569
k141_6365	0.1958394	4.5381846
k141_21663	7.8316383	1.8836013
k141_14228	5.2893147	16.271982
k141_6368	7.6005135	8.128109
k141_10486	5.460364	5.6835556
k141_21664	6.3003297	6.5412784
k141_26343	6.835388	5.876299
k141_14230	8.396945	8.249951
k141_2512	8.764542	7.8998284
k141_21666	5.647859	5.244061
k141_6371	6.1113405	6.5354166
k141_10488	5.829372	-6.470368
k141_2515	0.8671102	5.1434627
k141_6373	0.63773894	5.237822
k141_6374	6.020041	5.216597
k141_21676	1.2799946	4.631214
k141_26347	9.359406	8.152872
k141_6375	4.128701	3.81537
k141_26349	7.9630656	1.8751706
k141_6377	3.6884844	5.0683737
k141_21678	5.6659045	15.990794
k141_14239	8.481393	1.5755663
k141_2519	7.6639605	2.3485615
k141_14242	1.630141	4.502004
k141_2523	4.1881666	4.0244465
k141_21681	6.018204	5.013877
k141_2525	7.176439	7.7225666
k141_6383	5.9209375	-5.9709163
k141_21682	7.2352786	-6.132322
k141_2528	6.5727735	4.9438396
k141_30831	8.026344	14.9926195
k141_14244	6.3840637	5.5790854
k141_2532	6.2596135	14.791435
k141_6385	7.6239715	1.1811688
k141_30833	6.818709	-4.31607
k141_2533	6.232809	2.9506087
k141_26356	8.772086	1.559722
k141_17946	11.318858	6.1649494
k141_14251	7.2062216	1.7380273
k141_26357	5.8720913	4.5805383
k141_6388	4.152223	3.4269195
k141_2537	6.1381545	14.474619
k141_2538	0.8914856	4.9774103
k141_21683	5.249293	17.197367
k141_30836	8.9663	7.5079255
k141_14257	-0.8138565	4.499072
k141_6391	2.400419	4.2946334
k141_17948	6.573042	5.721079
k141_21684	8.399434	1.4127557
k141_26364	4.576585	4.1916857
k141_6394	6.1684465	-5.7273674
k141_2539	5.2852426	17.13748
k141_17949	6.372283	2.1872196
k141_6395	7.415198	-5.913731
k141_14260	7.182328	2.447985
k141_6397	3.8938136	4.017057
k141_17951	1.6307817	4.5009255
k141_26365	3.4829714	5.232008
k141_2542	3.9439173	5.105673
k141_30837	7.996543	6.05022
k141_6398	-1.6820593	4.431157
k141_10490	1.8992721	5.2806997
k141_14267	3.1389968	4.0384164
k141_17954	6.23017	6.2072816
k141_6399	7.630284	7.991899
k141_14269	7.803992	8.0892105
k141_30838	2.308302	3.9668033
k141_10494	6.998479	-5.6168995
k141_6402	3.8350585	3.6360636
k141_17957	4.643321	4.525309
k141_10499	7.116486	1.9380436
k141_26374	4.6007886	3.569349
k141_14271	7.7121115	2.260066
k141_2545	9.28251	5.340345
k141_30844	7.527078	6.3713593
k141_10501	6.9383025	-5.500278
k141_21689	7.9366517	14.980667
k141_14272	8.701135	7.0673127
k141_17962	4.447999	3.5206819
k141_2548	7.443787	5.725824
k141_26375	9.234055	8.165155
k141_2549	-1.5150117	4.353688
k141_10505	-1.8097968	4.238592
k141_26376	-1.4671263	4.204759
k141_14273	5.729221	5.192281
k141_17964	2.8273265	4.8095827
k141_6415	6.9091578	1.7023131
k141_10511	3.4836245	4.8828015
k141_2554	4.5300846	5.1553206
k141_26380	-1.6527938	4.303201
k141_21691	2.163053	5.108324
k141_6417	5.5981574	4.8949533
k141_30852	5.8258677	-6.1346517
k141_17969	5.0992823	5.8260145
k141_10517	5.663858	-6.140915
k141_6418	5.1224856	3.0459495
k141_30855	5.9506354	-6.2395196
k141_2561	4.3221426	4.2657046
k141_17975	0.8046883	5.272513
k141_26381	1.3637486	5.021485
k141_10522	4.9238486	3.2018847
k141_6419	6.2812285	3.189722
k141_17976	2.3487377	4.624733
k141_10523	7.1817255	1.6428186
k141_14275	9.340245	8.075468
k141_17977	6.910874	7.027653
k141_26383	4.5598617	4.0321355
k141_30857	8.905595	7.456331
k141_6421	6.0925465	5.695732
k141_30858	6.5279384	6.6047835
k141_2566	8.248628	1.9091002
k141_17982	5.881588	-5.8042154
k141_26385	7.034915	1.5048375
k141_10530	8.83682	1.3406123
k141_17984	-0.37711504	4.502867
k141_30859	5.165432	16.910467
k141_10533	5.4480405	5.176844
k141_26392	-1.160348	4.3165884
k141_10536	7.508621	7.5048966
k141_30860	0.92792666	5.3194737
k141_17991	5.5798135	4.3340936
k141_2567	6.7509465	2.934121
k141_26394	7.1456146	4.158104
k141_6426	5.6425824	-6.208468
k141_10540	7.952667	2.0451624
k141_21694	9.155252	7.9162617
k141_26396	4.4518056	4.852062
k141_30863	6.7623672	3.8027802
k141_2569	6.186973	14.435876
k141_21695	8.744656	1.5632123
k141_2570	3.4219213	5.398397
k141_30864	6.0753894	4.5865507
k141_26398	7.792203	1.219485
k141_2571	5.766556	5.7808104
k141_30865	6.8204055	6.8319497
k141_6431	5.3576145	5.7120743
k141_21698	4.582412	5.323868
k141_10544	7.956155	2.0567272
k141_2573	7.313978	-5.9262156
k141_21699	0.6800932	5.0606265
k141_10545	6.613177	6.694399
k141_18003	0.3350869	5.143118
k141_6434	6.7998676	2.2282848
k141_30870	7.5936403	8.033207
k141_18005	-1.4319718	4.2222586
k141_2575	-0.20484698	4.1222477
k141_21704	6.3189073	2.2506335
k141_10549	5.0291424	4.007463
k141_6439	7.8522043	7.54559
k141_26405	6.6593122	5.174119
k141_18009	7.2768683	-6.0194855
k141_2577	2.068067	5.138451
k141_21708	7.785678	1.6643754
k141_30877	6.69822	2.0474346
k141_6441	5.8790565	-5.9550304
k141_18010	5.4245205	4.78713
k141_26409	7.109549	2.2224996
k141_6442	11.250179	2.7820556
k141_18012	7.3994365	-5.843499
k141_30879	-1.0422333	4.234352
k141_21713	7.3722243	1.9786893
k141_26413	5.8769374	6.3141165
k141_6446	6.2311645	4.8911905
k141_18013	8.81687	7.508581
k141_2585	5.322061	2.9842496
k141_26415	4.8059134	4.728311
k141_30881	2.5371523	4.786056
k141_21720	5.3191724	3.9347486
k141_26416	7.866427	7.965245
k141_2587	3.267664	4.069207
k141_30883	6.7238865	5.269174
k141_6454	7.537463	1.9261684
k141_26420	0.8705753	4.750463
k141_21726	6.2675314	14.213475
k141_18021	4.7114067	16.825365
k141_30885	-1.1140398	4.3166814
k141_2588	5.5018377	4.7188735
k141_2589	0.17445648	6.265933
k141_30886	5.966412	5.9080205
k141_18026	5.4488835	5.847921
k141_21731	6.059394	5.5230885
k141_2591	6.4048376	14.35088
k141_30889	6.030067	14.8909855
k141_21732	-0.44153363	4.4749956
k141_18028	4.2737403	5.380676
k141_2592	6.244836	5.490762
k141_30890	1.6849107	4.7348437
k141_6455	5.980692	-7.0497036
k141_2595	1.3045455	4.592371
k141_21734	3.9385917	3.3128126
k141_18031	6.858833	6.965762
k141_30891	2.8496804	5.019619
k141_18032	6.441089	6.7773504
k141_21735	6.0301056	5.0051003
k141_30893	7.1079507	1.9866344
k141_6460	4.309101	4.938346
k141_2599	4.988508	17.162895
k141_30894	6.818437	-4.3443894
k141_21737	1.4223279	5.2427225
k141_6461	3.8286088	4.976472
k141_18036	6.9180965	5.751011
k141_2602	0.9296442	4.940375
k141_21738	1.588884	5.091791
k141_30898	7.7940035	1.6980838
k141_21741	6.9266214	2.1572285
k141_2605	7.1211886	7.3953433
k141_30900	7.224938	1.4220309
k141_18038	6.442016	6.4570384
k141_6467	5.1033483	16.27435
k141_21743	3.89294	4.7101636
k141_2607	1.1544276	5.2862706
k141_18039	6.808761	1.8630613
k141_10550	8.18451	15.075039
k141_18040	4.545792	4.46672
k141_21746	7.341908	1.9394283
k141_10554	7.659618	8.252744
k141_2612	4.6306043	16.56754
k141_30904	5.1514797	16.935839
k141_6473	7.6235394	7.172751
k141_30905	4.7741566	5.2468414
k141_18041	2.009032	4.3210235
k141_10555	8.067518	7.374241
k141_2613	7.5244713	1.8304083
k141_30906	3.6207018	4.6625357
k141_6477	-0.772864	4.371127
k141_2615	2.235159	4.0952063
k141_10556	6.9938354	5.239963
k141_30907	5.791	3.623369
k141_18044	6.30574	14.192598
k141_2616	4.7955694	16.84807
k141_2617	0.9364182	5.3954077
k141_10561	-2.0437534	3.9656525
k141_30909	5.209817	4.7728457
k141_18045	7.7138786	6.3568616
k141_30910	8.175659	1.4464974
k141_18046	5.812002	-6.2194924
k141_21760	8.6539345	1.7773093
k141_18047	5.202733	5.044113
k141_30912	2.086406	4.3328195
k141_21761	6.3106046	14.828472
k141_2620	5.585493	-4.3550735
k141_6479	5.9081173	-5.3224225
k141_10563	5.8043404	-5.67453
k141_18049	6.1031594	2.8506622
k141_18050	2.2518709	4.5127244
k141_21764	8.951897	1.432872
k141_2625	8.306856	1.6950334
k141_2626	7.756779	2.159738
k141_18052	5.0365267	3.642519
k141_10565	9.118933	7.931873
k141_18053	8.049195	1.6212213
k141_2630	0.40249422	5.629046
k141_30915	8.054178	2.032446
k141_6481	5.9763126	-7.0689054
k141_18054	3.9020395	4.985346
k141_10571	8.154089	1.022574
k141_30917	8.17012	2.0421283
k141_2633	4.412405	3.816254
k141_2635	4.097929	4.947161
k141_30918	8.24146	1.3032252
k141_21768	8.948716	7.5019565
k141_10575	6.502901	6.220355
k141_30919	5.1183295	4.5891275
k141_2638	-2.0265033	3.8747222
k141_6482	5.891813	5.438257
k141_2639	0.89960986	4.958297
k141_14279	8.341988	15.170363
k141_18061	-2.021538	3.8775702
k141_18062	7.332381	7.99177
k141_2641	6.1376085	4.0212617
k141_30926	6.3140526	6.113198
k141_14281	7.052646	3.7663212
k141_10585	4.4288197	4.075464
k141_6491	7.8066626	8.020841
k141_18066	8.076622	1.4997507
k141_14284	2.4954088	3.8440478
k141_10587	8.223731	1.4236395
k141_21772	5.5615172	5.496712
k141_10588	2.4297876	3.8171518
k141_21773	3.3144124	4.2296634
k141_14285	7.052699	6.6686335
k141_30932	1.8443602	5.0202327
k141_18069	-1.9403373	4.3252764
k141_6493	8.632669	1.4248487
k141_14287	4.54525	17.27101
k141_2644	8.219755	6.025822
k141_30935	8.06091	1.0846527
k141_14288	7.58563	2.312519
k141_10591	8.420115	1.82108
k141_18074	0.9115605	5.044975
k141_6496	7.6145062	2.0507107
k141_30936	7.754559	7.8073936
k141_18075	7.240807	-6.016459
k141_14292	1.0291294	4.88044
k141_10592	7.180668	1.5344411
k141_6497	5.6570053	5.4483814
k141_30937	2.2854154	4.547173
k141_2646	5.179495	5.403293
k141_30938	5.043357	16.38265
k141_6500	6.658633	5.2968855
k141_18076	6.860203	5.675784
k141_30939	7.707778	7.8596787
k141_6501	5.7241898	5.0352635
k141_10600	4.1245027	4.370794
k141_2650	4.3531995	17.247972
k141_6502	6.8295193	4.089914
k141_10602	7.5255117	1.9904376
k141_2651	0.45315084	5.184998
k141_30943	5.9171557	-5.3086257
k141_10603	5.6425357	3.0513155
k141_6505	4.490304	4.698653
k141_14296	6.9728513	3.4790833
k141_30946	4.798217	4.884624
k141_2658	6.446417	6.3436337
k141_14297	3.6839356	4.4041777
k141_6506	4.3510504	5.1486115
k141_30949	-0.79419947	4.1488137
k141_10609	8.41433	7.3378816
k141_18078	7.1576986	5.609058
k141_2662	7.519044	1.6444433
k141_10610	6.7585883	4.2223864
k141_14300	7.9449873	1.4359273
k141_18079	7.958101	8.27276
k141_30951	2.6816223	4.146521
k141_10611	8.1053	7.2210894
k141_14304	7.362954	6.921313
k141_18082	7.1800914	3.631614
k141_6507	8.88942	1.5763583
k141_10612	5.941253	-5.784988
k141_2670	6.7801075	2.4787946
k141_30957	2.7472103	5.0085535
k141_14307	5.901246	-5.2326612
k141_30958	6.2278643	14.685374
k141_10614	2.4654193	4.3016896
k141_6512	5.6449237	2.9807825
k141_2672	6.3235044	6.6755567
k141_14308	2.8986344	3.7492373
k141_2673	7.5758815	6.534509
k141_14311	6.5796137	6.580408
k141_6513	5.469187	5.3167706
k141_18097	7.7748814	7.3683257
k141_6515	5.505188	5.881733
k141_2675	2.594554	4.368526
k141_10625	6.715212	2.526349
k141_30959	5.0541	17.209976
k141_2676	7.9006658	7.421296
k141_10626	3.7550077	3.4249501
k141_18100	6.380734	4.83492
k141_10628	7.324825	-5.914306
k141_30962	7.4400473	7.5580997
k141_6519	3.9822407	4.2370563
k141_2677	-1.5403094	4.490252
k141_10631	5.9921308	5.033151
k141_14315	3.0517938	4.7639613
k141_2678	-1.4722458	4.4447694
k141_2680	8.38826	1.5894177
k141_10633	6.9615426	1.569349
k141_14318	8.528787	7.483924
k141_18103	2.7918484	5.2257977
k141_10634	3.0687385	4.9133687
k141_2681	4.1906	4.8380075
k141_30971	6.635994	5.8471136
k141_30972	2.6528764	3.891965
k141_14319	1.5209529	5.3633347
k141_6523	9.131441	5.4910107
k141_10635	5.1969132	5.197247
k141_2682	5.3329277	16.654846
k141_30973	8.012524	7.7427664
k141_10636	4.641503	2.6972845
k141_6525	6.8429847	5.193978
k141_18109	7.438358	2.3110952
k141_2683	5.5396256	2.8397124
k141_10640	0.6856882	4.9149585
k141_14322	8.043496	2.01336
k141_6529	4.453078	17.030806
k141_2686	7.6722946	6.629803
k141_30976	4.7708592	17.36852
k141_6531	3.8044224	4.325884
k141_10643	6.951696	4.685079
k141_18110	7.734405	2.1953876
k141_10644	6.0275216	5.124887
k141_2687	-1.7826891	4.384335
k141_10645	7.857006	7.924911
k141_30979	5.553722	4.9207063
k141_10647	7.2517085	6.603845
k141_14331	4.2005744	4.7391477
k141_18116	5.1738787	5.3538294
k141_2693	11.28703	2.8308573
k141_10648	11.30865	2.7907848
k141_14332	3.8795145	3.4075704
k141_30981	5.563629	5.2449923
k141_14333	3.5782528	3.7798908
k141_2694	4.7428217	17.225742
k141_10652	-1.5822839	4.0796795
k141_14335	5.682907	4.8082914
k141_30984	4.694952	5.1000185
k141_2698	5.914894	-6.2251306
k141_26422	8.290868	15.147128
k141_18123	0.36489654	5.5727034
k141_10653	8.057743	1.3417099
k141_30987	4.8167176	16.79241
k141_18125	4.863963	4.780086
k141_30991	7.435698	-6.080881
k141_14337	5.30442	5.295297
k141_18130	7.1248593	3.522233
k141_26434	7.83715	5.7942677
k141_30998	1.9269378	4.3668118
k141_18133	3.061259	4.095741
k141_2702	7.6795325	2.4761224
k141_18135	2.75794	4.217118
k141_14339	6.225286	5.998794
k141_26438	5.840847	-6.2299547
k141_2707	-1.1971211	4.212794
k141_26439	7.9828143	5.850888
k141_2708	7.416445	7.814533
k141_31007	6.0334883	14.740004
k141_2712	1.94653	4.820932
k141_31010	5.0515847	4.8909135
k141_26442	7.120743	1.0947512
k141_18142	4.878658	5.650457
k141_14341	8.362533	2.1387377
k141_6533	5.973651	-7.084697
k141_31011	-1.4365144	4.5937715
k141_14343	7.3705587	-5.8705354
k141_26443	0.41235286	5.890672
k141_31012	0.9399501	5.0752554
k141_31013	6.764482	-4.511439
k141_26444	7.8250117	7.5130496
k141_14345	8.057311	1.3450645
k141_31017	1.6962264	4.220139
k141_18146	5.9454	-6.930173
k141_6543	8.218891	1.3142844
k141_26446	8.578516	1.5225072
k141_31019	5.236696	4.7691164
k141_26448	2.3747518	4.1754527
k141_18147	5.640614	15.916348
k141_31021	7.292532	1.77393
k141_14346	8.600957	1.6357366
k141_2715	5.9266534	-6.9010167
k141_26451	6.19863	14.2702465
k141_31022	7.9881363	6.9121714
k141_6545	1.8477528	5.1667714
k141_18152	8.692007	7.7431517
k141_26453	8.688885	7.527927
k141_14350	6.034059	-6.107004
k141_6550	6.287792	14.314493
k141_6551	6.9241004	3.9043741
